,USSWII1,USSWII2,USSWII3,USSWII4,USSWII5,USSWII6,USSWII7,USSWII8,USSWII9,USSWII10,USSWII12,USSWII15,USSWII20,USSWII25,USSWII30
2009-10-14,75.25,101.25,134.75,166.25,189.5,206.75,218.75,231.75,240.25,247.5,251.25,253.5,255.75,262.25,268.75
2009-10-15,79.25,108.5,141.25,172.25,195.5,213.5,226.5,238.25,246.5,252.25,255.5,258.25,260.0,267.75,274.5
2009-10-16,77.75,110.25,143.75,174.5,197.25,214.0,227.25,237.5,244.0,251.75,255.75,257.0,259.25,268.25,274.5
2009-10-19,84.25,120.25,152.0,181.25,204.25,221.0,233.25,243.5,251.75,259.5,261.75,263.0,264.75,274.0,278.25
2009-10-20,77.75,115.0,146.0,174.25,198.5,215.5,228.25,238.5,246.0,253.75,256.5,257.25,259.0,269.25,275.75
2009-10-21,88.25,116.5,145.5,172.75,198.25,215.25,227.25,237.75,246.25,253.5,256.0,257.25,258.0,267.75,276.75
2009-10-22,88.0,115.0,144.5,167.0,192.0,210.0,223.0,234.25,242.5,250.25,253.25,253.75,254.75,262.0,269.25
2009-10-23,91.25,121.5,149.5,174.5,198.5,216.5,228.25,239.25,247.5,253.75,254.75,255.5,258.0,264.5,272.0
2009-10-26,86.75,122.0,153.0,179.0,204.0,219.0,231.25,240.75,247.25,253.0,255.0,255.0,258.5,266.0,274.75
2009-10-27,89.75,123.5,152.5,179.75,201.75,219.75,230.25,239.25,246.5,251.5,253.0,253.25,257.0,264.0,274.0
2009-10-28,82.75,117.0,148.5,175.75,197.0,214.75,226.0,235.75,242.25,248.5,249.75,250.25,254.25,261.25,271.25
2009-10-29,87.0,123.25,155.25,181.75,204.75,222.0,233.25,240.5,248.0,253.5,254.75,254.75,258.5,266.5,274.25
2009-10-30,83.5,119.5,153.25,180.25,201.75,219.0,229.75,239.75,246.0,252.0,252.5,252.75,255.25,261.75,268.25
2009-11-02,85.0,122.0,155.5,180.5,204.5,221.25,232.75,241.25,248.25,254.25,255.25,256.25,259.25,266.25,273.5
2009-11-03,86.25,123.0,154.75,179.75,205.25,221.25,233.25,242.0,249.25,255.75,257.25,258.75,262.0,268.25,275.5
2009-11-04,88.5,124.5,160.25,186.5,210.5,226.5,239.0,247.5,254.75,261.5,262.5,263.75,269.5,277.75,286.0
2009-11-05,92.75,126.75,166.75,190.25,211.75,228.0,240.25,249.25,256.25,262.5,265.75,266.25,269.75,277.25,284.25
2009-11-06,95.0,128.5,166.25,190.0,211.0,227.75,239.0,249.25,256.0,262.25,266.0,267.75,272.25,280.75,288.75
2009-11-09,97.75,134.0,172.75,196.0,218.0,235.0,246.25,256.25,261.5,267.5,271.5,272.25,274.25,284.0,293.5
2009-11-10,96.0,134.25,168.5,191.75,215.75,232.25,244.25,254.5,259.0,265.0,268.0,269.25,273.0,282.0,291.5
2009-11-11,100.75,135.25,168.75,193.5,216.75,232.75,244.5,254.5,259.25,265.25,268.25,269.25,272.75,282.0,291.75
2009-11-12,94.25,127.5,164.0,186.25,208.0,225.25,235.0,245.0,253.75,260.5,264.25,265.5,269.75,278.75,286.75
2009-11-13,96.5,131.5,163.0,187.25,207.0,224.5,234.5,243.0,254.0,259.5,263.5,265.75,271.5,278.75,288.25
2009-11-16,100.0,130.25,162.75,187.5,208.25,224.75,235.25,243.5,253.5,258.75,264.75,268.25,275.0,280.0,288.5
2009-11-17,93.5,127.5,163.25,186.5,205.75,223.5,230.0,241.75,251.5,258.0,262.75,266.75,275.25,281.75,289.5
2009-11-18,99.0,133.0,165.0,188.25,209.25,227.0,234.75,246.5,257.0,263.5,267.25,270.25,279.75,286.75,295.5
2009-11-19,94.75,132.25,164.5,187.25,207.5,225.75,235.0,246.5,256.0,262.5,266.5,269.5,278.75,285.25,293.75
2009-11-20,98.0,139.0,167.5,188.25,209.25,227.5,236.5,248.0,258.25,265.25,270.75,273.0,282.5,286.5,295.25
2009-11-23,103.75,139.75,170.0,191.5,213.25,230.0,238.25,249.75,259.75,266.5,271.5,273.5,284.0,288.25,295.25
2009-11-24,101.0,132.25,167.0,188.25,209.0,223.75,235.0,245.0,254.75,261.5,266.0,271.25,281.0,284.25,293.75
2009-11-25,104.5,136.75,169.5,190.25,211.25,226.5,235.75,246.75,256.0,261.5,266.0,271.25,277.25,284.0,292.0
2009-11-26,101.0,136.25,170.25,190.75,211.25,226.5,236.0,247.0,256.5,261.5,266.0,271.5,277.5,283.75,291.25
2009-11-27,95.5,132.75,165.0,185.25,206.0,222.25,232.0,242.0,251.75,257.5,262.5,268.25,275.0,281.25,286.5
2009-11-30,93.5,135.0,166.0,186.0,205.5,223.0,233.75,242.75,252.0,258.5,263.75,269.0,276.0,281.0,285.75
2009-12-01,96.25,137.25,169.75,189.75,210.75,226.5,237.25,246.25,256.25,262.5,267.75,272.0,278.75,285.0,290.25
2009-12-02,94.5,137.75,170.5,192.25,211.0,227.0,238.0,248.0,257.25,263.0,268.25,273.25,280.25,285.25,291.5
2009-12-03,95.0,135.0,169.25,192.0,213.0,228.75,239.75,250.25,259.5,265.75,270.75,275.75,282.75,287.25,292.75
2009-12-04,95.5,139.75,170.5,194.0,214.5,229.75,241.0,251.5,260.5,266.25,270.75,275.5,283.25,288.75,292.25
2009-12-07,95.0,135.0,168.5,192.5,215.25,229.25,241.25,251.5,260.0,266.25,272.5,277.25,286.0,289.75,295.75
2009-12-08,88.25,129.5,161.5,186.5,208.25,224.75,237.25,247.5,255.75,262.25,267.5,273.25,281.75,287.25,294.0
2009-12-09,85.0,124.75,157.0,181.25,204.75,222.75,235.0,245.25,254.5,260.75,267.0,274.5,280.5,285.0,290.0
2009-12-10,78.5,123.5,156.25,180.25,204.75,222.5,236.5,246.25,255.5,262.25,267.25,276.5,281.5,288.75,295.25
2009-12-11,76.25,129.5,165.5,188.75,211.5,228.5,240.5,252.5,261.0,268.0,272.5,281.5,286.5,292.25,298.0
2009-12-14,85.25,134.75,167.0,191.25,214.5,232.5,245.5,257.25,265.0,271.0,277.0,284.75,291.0,300.75,309.5
2009-12-15,87.75,139.25,173.5,197.5,220.25,239.0,250.75,261.75,269.0,275.25,280.75,287.75,294.75,302.75,311.75
2009-12-16,94.5,142.5,174.75,198.75,221.75,241.0,252.75,263.75,270.25,277.25,283.0,290.0,297.5,305.75,315.5
2009-12-17,84.0,137.0,170.0,195.75,216.0,235.75,247.75,259.25,265.75,272.5,278.5,284.75,290.25,298.25,308.0
2009-12-18,87.25,139.75,172.25,198.0,219.0,238.25,250.5,262.0,268.5,274.75,281.0,287.5,293.5,300.75,310.0
2009-12-21,92.25,141.5,175.5,202.5,225.0,244.25,256.0,267.75,275.25,281.25,287.25,293.25,299.25,304.75,311.75
2009-12-22,96.75,142.0,180.25,206.75,228.75,247.25,260.5,271.25,278.75,285.0,291.0,297.0,304.0,307.5,314.5
2009-12-23,96.75,142.75,180.25,207.75,229.0,247.0,258.5,269.0,276.0,281.75,288.0,293.75,302.0,307.5,315.25
2009-12-24,108.5,142.75,183.25,211.5,232.5,249.0,259.5,269.75,276.75,282.5,288.25,294.0,302.25,311.5,322.75
2009-12-25,112.0,144.5,184.25,212.0,232.75,249.25,259.75,270.0,277.0,282.5,288.25,294.0,302.5,311.5,322.75
2009-12-28,100.25,148.0,186.5,211.75,236.25,253.5,263.25,273.25,278.25,283.75,291.0,297.5,306.0,315.0,324.0
2009-12-29,97.75,151.25,186.5,212.0,235.75,254.0,264.0,273.5,278.75,284.75,291.25,297.5,306.5,314.0,322.0
2009-12-30,103.125,151.75,190.25,214.0,235.0,252.5,263.5,272.75,278.75,285.25,291.25,298.25,308.75,316.75,326.25
2009-12-31,102.25,152.0,188.0,214.0,235.75,252.5,264.25,273.5,279.75,286.0,292.0,298.5,308.0,316.5,325.0
2010-01-01,105.5,154.0,189.0,214.5,236.0,252.75,264.5,273.75,280.0,286.0,292.0,298.5,308.25,316.75,325.5
2010-01-04,107.25,151.75,187.5,213.0,234.5,251.25,262.0,271.25,276.75,281.75,290.5,295.0,305.25,313.75,322.5
2010-01-05,107.0,153.75,187.0,212.0,233.0,248.5,258.5,266.25,271.75,276.75,285.5,291.25,299.0,307.75,314.0
2010-01-06,112.25,157.5,188.25,214.25,235.75,251.0,260.25,269.0,273.0,279.25,288.25,294.0,301.25,310.75,317.75
2010-01-07,114.25,159.75,193.25,218.5,240.5,256.25,266.5,275.5,279.25,285.0,292.25,299.25,305.5,315.25,320.75
2010-01-08,113.0,160.75,196.25,218.5,240.0,255.25,265.25,275.25,280.5,286.5,294.5,300.5,307.75,315.5,320.5
2010-01-11,113.0,159.75,195.5,217.75,237.5,254.5,264.25,272.5,278.25,283.75,292.5,297.0,303.75,311.75,318.75
2010-01-12,116.0,161.25,192.25,214.0,232.75,249.5,259.75,268.25,273.5,278.5,288.0,292.75,298.5,308.0,315.75
2010-01-13,113.0,160.0,191.75,213.25,231.75,249.0,259.0,267.5,272.5,278.25,287.0,292.0,298.75,307.0,313.5
2010-01-14,112.0,158.75,190.75,212.25,229.75,244.25,255.0,264.25,269.75,276.0,282.5,288.0,294.75,303.0,311.5
2010-01-15,121.25,158.75,190.25,211.25,228.25,241.0,252.75,261.75,267.0,272.0,280.25,285.0,291.0,297.0,303.0
2010-01-18,121.25,158.75,191.25,212.0,228.25,241.0,252.5,262.0,267.25,272.25,280.0,284.75,291.0,297.0,303.0
2010-01-19,130.75,165.5,195.75,214.75,230.25,243.25,255.0,264.25,268.25,273.25,281.25,285.25,290.25,295.5,301.5
2010-01-20,129.0,164.75,192.0,212.25,228.25,241.25,251.0,259.25,264.25,270.25,277.5,282.5,287.0,292.75,299.0
2010-01-21,127.25,161.0,188.5,206.75,222.25,236.25,246.75,255.25,260.75,266.0,273.75,278.75,284.75,291.25,299.75
2010-01-22,125.0,156.75,182.5,202.75,219.0,232.75,244.0,251.75,258.5,265.0,273.25,278.75,287.0,291.75,298.75
2010-01-25,130.0,160.5,183.5,204.5,222.0,235.5,246.75,254.25,260.75,267.0,275.25,280.5,289.0,294.25,301.25
2010-01-26,127.25,160.5,184.75,205.25,222.0,235.5,247.75,255.5,262.75,268.5,275.75,281.75,290.75,294.25,300.5
2010-01-27,125.75,157.0,181.25,202.25,219.25,233.75,245.75,254.75,263.25,269.0,276.5,282.75,291.5,296.0,301.5
2010-01-28,122.25,154.75,180.25,201.75,218.5,234.0,245.25,254.75,263.75,270.0,278.0,285.0,294.25,299.5,305.25
2010-01-29,124.0,152.75,179.25,201.5,217.75,232.25,244.0,253.5,262.75,268.75,277.5,283.75,292.0,298.0,303.5
2010-02-01,126.25,157.5,184.75,205.75,223.0,240.5,250.75,260.75,270.25,276.25,284.75,290.5,298.5,305.0,311.0
2010-02-02,138.5,162.5,188.25,207.75,227.0,241.75,252.0,260.5,269.0,276.5,284.0,290.0,298.25,305.5,311.75
2010-02-03,134.0,162.25,189.75,209.75,226.75,243.0,252.0,260.5,268.25,274.75,284.0,290.75,299.25,307.0,313.25
2010-02-04,127.75,159.25,185.5,207.25,223.25,238.5,248.25,257.25,263.25,270.0,278.75,286.0,293.0,301.5,309.0
2010-02-05,116.25,149.75,180.0,200.75,216.0,228.5,239.25,248.0,257.25,263.5,271.25,277.25,286.5,294.25,298.0
2010-02-08,116.75,150.75,178.75,199.75,214.0,227.75,238.0,247.75,256.25,263.0,271.0,276.75,285.0,292.5,297.5
2010-02-09,116.75,154.0,183.75,203.0,220.5,233.0,242.5,251.25,258.5,265.75,274.25,280.25,288.25,295.5,301.0
2010-02-10,114.75,153.0,183.25,202.0,219.75,232.0,242.75,250.75,258.5,265.25,274.25,280.25,287.0,293.75,299.0
2010-02-11,119.25,154.5,183.75,203.25,220.5,232.25,241.75,251.0,257.5,264.25,274.25,279.0,284.75,293.25,298.25
2010-02-12,117.0,151.0,179.5,200.25,217.0,229.5,241.0,249.25,254.5,261.5,271.25,276.5,283.75,291.0,295.0
2010-02-15,117.0,152.0,180.0,199.75,217.0,229.5,241.0,249.25,254.5,261.5,271.0,276.5,283.75,291.0,295.0
2010-02-16,118.0,155.5,181.75,201.0,218.0,230.5,241.5,248.5,255.25,262.0,271.25,278.0,285.25,290.75,296.25
2010-02-17,115.75,154.75,185.25,205.0,220.75,233.5,244.0,253.25,258.5,265.5,274.0,280.75,287.75,294.0,299.25
2010-02-18,139.25,164.25,190.5,210.0,225.25,238.75,249.25,257.25,262.0,268.0,276.5,284.5,290.25,297.25,306.25
2010-02-19,121.0,156.5,183.5,206.5,221.75,235.5,246.25,254.75,260.5,266.75,275.25,284.0,289.25,293.75,301.75
2010-02-22,121.75,154.25,181.75,203.25,218.25,232.5,242.5,250.5,256.75,264.0,272.5,281.5,287.75,292.25,299.0
2010-02-23,109.75,151.75,178.25,199.5,214.75,227.25,237.75,245.75,251.25,258.0,266.5,274.75,282.25,287.0,292.0
2010-02-24,115.5,148.5,174.0,195.25,210.0,226.0,237.0,244.0,249.75,256.75,265.0,273.25,279.25,285.0,289.5
2010-02-25,110.25,144.5,169.75,189.5,204.5,219.25,231.0,239.0,245.5,252.5,261.0,269.75,274.75,282.0,287.5
2010-02-26,116.25,145.75,169.25,186.75,203.75,217.0,228.5,236.75,244.75,251.75,260.75,269.5,274.5,281.25,286.0
2010-03-01,116.75,143.0,169.0,187.25,204.0,217.75,229.0,237.75,245.25,252.5,260.5,270.0,274.0,279.75,284.5
2010-03-02,117.0,141.25,169.0,189.25,205.5,218.75,229.75,238.75,246.75,253.25,262.25,271.0,274.25,279.75,285.25
2010-03-03,116.5,144.0,170.5,189.5,206.25,219.75,229.75,238.75,247.0,253.5,262.0,271.25,275.5,279.5,283.25
2010-03-04,124.0,145.75,170.0,188.75,204.5,218.0,229.25,238.0,246.25,252.0,261.25,270.25,275.25,280.0,284.75
2010-03-05,127.25,149.25,174.0,194.0,209.75,223.75,233.75,243.25,252.5,258.5,267.0,276.25,281.25,286.75,292.0
2010-03-08,124.0,149.5,174.5,194.5,211.5,224.75,236.5,245.5,254.0,259.75,268.75,277.75,282.0,285.75,290.75
2010-03-09,124.25,150.0,174.0,193.75,210.5,224.5,235.25,244.25,254.25,260.75,269.0,277.0,281.5,286.0,291.0
2010-03-10,127.0,149.75,176.0,195.0,211.5,225.0,236.25,244.5,253.75,260.25,268.75,277.75,281.5,286.25,293.0
2010-03-11,129.0,151.25,175.0,194.75,210.75,224.5,235.5,244.5,253.25,258.75,267.5,276.5,281.5,285.5,291.75
2010-03-12,133.75,155.0,178.5,196.25,213.0,226.75,237.5,248.0,255.0,261.25,269.25,278.0,281.25,286.25,291.5
2010-03-15,129.25,150.25,176.25,194.5,211.0,225.0,236.0,244.5,253.75,259.75,268.0,277.0,281.75,287.0,292.75
2010-03-16,128.5,150.75,177.25,195.25,211.25,224.0,234.5,243.75,254.0,259.75,267.75,275.75,280.25,285.5,291.5
2010-03-17,132.0,153.5,180.0,197.0,214.0,226.75,238.25,246.25,255.25,261.5,269.25,278.25,281.75,286.5,292.5
2010-03-18,122.5,149.25,174.0,193.25,211.0,225.0,234.75,244.5,252.25,259.0,267.0,277.5,282.25,286.75,294.25
2010-03-19,117.0,145.25,169.75,189.0,206.5,224.25,233.75,243.25,250.75,257.25,266.75,277.75,281.5,286.0,291.5
2010-03-22,115.0,144.25,169.75,189.25,205.75,222.75,232.5,241.5,249.5,255.5,265.0,275.0,280.0,285.0,291.0
2010-03-23,111.25,145.0,167.5,187.0,204.75,219.75,230.5,240.25,248.25,254.25,263.25,273.5,278.75,284.75,290.25
2010-03-24,112.75,142.75,167.25,188.5,206.0,222.0,232.75,243.25,250.75,256.0,266.0,276.5,281.75,286.75,290.75
2010-03-25,114.75,143.5,167.5,188.75,205.5,221.25,232.5,242.75,250.25,255.5,266.5,277.25,282.75,287.75,291.75
2010-03-26,115.5,143.25,168.0,187.5,204.25,220.0,230.25,240.75,248.75,253.5,265.0,275.75,281.75,287.75,292.75
2010-03-29,113.5,142.0,166.5,186.5,202.75,220.25,230.75,240.75,249.0,253.5,264.75,275.75,281.75,288.0,293.25
2010-03-30,114.75,142.25,166.5,186.25,203.75,219.25,230.25,240.25,247.75,253.25,264.5,275.25,279.0,285.75,290.75
2010-03-31,115.5,147.0,172.25,193.5,212.0,226.75,237.0,246.75,252.75,257.5,267.75,274.25,284.0,291.0,296.0
2010-04-01,122.75,149.75,175.25,196.75,214.5,230.0,240.0,249.75,255.5,261.0,271.5,278.5,287.5,294.25,298.75
2010-04-02,123.75,150.0,176.5,195.75,216.0,231.25,241.25,250.5,255.75,261.5,272.5,278.75,287.5,294.75,299.0
2010-04-05,128.75,153.0,180.75,201.5,222.0,236.5,246.75,256.0,260.75,266.75,275.75,282.0,290.25,296.25,301.25
2010-04-06,130.75,156.25,181.25,202.75,219.5,235.0,246.0,254.5,260.0,266.0,275.0,281.5,289.25,296.0,301.75
2010-04-07,128.5,159.0,184.5,204.5,222.5,236.5,246.5,255.75,262.0,267.75,275.5,282.5,290.5,297.75,303.0
2010-04-08,127.5,160.25,185.0,205.25,223.25,236.75,247.0,256.25,262.5,268.0,276.0,283.25,291.5,298.25,302.25
2010-04-09,123.75,162.0,183.75,206.25,223.25,237.75,248.0,257.0,264.25,270.75,278.25,285.0,291.75,298.0,303.0
2010-04-12,128.75,161.25,186.0,206.5,223.75,237.5,247.25,257.0,264.0,270.5,278.0,285.0,291.0,297.0,303.5
2010-04-13,127.5,160.0,184.75,205.0,222.0,235.5,245.25,254.25,261.5,267.5,276.25,283.75,289.75,295.5,301.75
2010-04-14,123.75,156.5,187.25,205.75,223.25,238.25,248.5,257.25,264.25,271.25,279.0,285.5,291.75,298.0,303.25
2010-04-15,127.5,162.25,190.25,209.5,225.75,238.5,249.5,258.0,265.75,272.25,281.0,287.75,293.75,300.0,305.25
2010-04-16,127.25,155.75,186.0,205.25,221.5,235.25,246.25,255.0,262.25,268.75,277.75,284.5,290.5,296.5,301.25
2010-04-19,123.25,158.0,185.5,204.5,222.0,236.5,247.0,255.75,263.5,269.5,278.75,286.0,291.5,297.0,301.75
2010-04-20,126.25,165.5,189.0,209.75,225.75,239.0,249.0,259.0,266.5,272.0,280.25,287.25,292.0,297.25,303.25
2010-04-21,126.0,164.25,189.25,210.0,226.5,239.25,249.25,259.25,266.0,271.5,279.0,286.25,291.0,297.25,302.25
2010-04-22,128.0,166.0,189.75,209.25,225.0,238.25,248.5,257.0,264.25,271.0,278.25,286.75,290.25,296.25,301.25
2010-04-23,128.75,167.25,194.5,213.5,229.75,243.5,252.5,261.0,269.0,274.75,281.75,289.75,294.0,299.0,303.75
2010-04-26,127.75,166.75,194.0,212.75,228.25,242.25,252.0,260.0,269.25,275.75,281.5,290.25,294.0,300.25,305.5
2010-04-27,124.5,165.0,192.0,208.25,223.5,237.5,249.5,258.75,266.5,271.5,278.0,287.5,288.75,294.75,299.5
2010-04-28,131.5,166.25,193.5,213.25,229.0,242.5,254.25,264.0,270.5,276.5,283.25,291.75,296.0,301.0,305.0
2010-04-29,138.5,173.5,198.0,216.75,232.5,246.0,258.0,267.5,274.5,280.25,286.5,295.75,298.75,303.25,309.0
2010-04-30,136.75,174.0,197.5,217.0,230.0,244.25,254.75,263.75,270.5,276.25,283.25,292.25,295.0,300.0,305.25
2010-05-03,141.0,172.75,198.0,216.25,231.0,245.5,256.25,264.75,271.5,277.5,284.25,292.5,295.5,299.5,303.75
2010-05-04,138.5,173.25,195.75,211.5,226.0,239.25,250.0,258.0,264.25,269.75,277.0,286.0,288.75,292.0,295.5
2010-05-05,136.75,166.75,190.0,208.25,221.5,233.75,244.75,254.0,259.5,266.0,274.0,283.25,286.5,291.0,296.0
2010-05-06,126.25,157.75,184.25,198.5,211.75,223.5,234.0,243.0,248.25,254.25,262.25,271.0,274.75,279.5,285.0
2010-05-07,114.0,151.25,178.5,196.0,213.25,224.75,234.0,244.5,252.75,259.75,268.0,276.5,282.75,286.5,291.25
2010-05-10,120.0,159.0,185.25,205.25,221.25,233.25,243.0,253.0,261.25,268.0,275.5,281.25,289.5,294.0,299.0
2010-05-11,121.5,160.25,186.25,207.25,222.75,235.5,247.25,256.25,263.75,269.5,277.25,284.25,289.5,295.0,300.0
2010-05-12,119.25,160.75,187.0,211.0,227.25,241.75,252.0,261.0,268.0,274.0,283.25,290.25,296.0,301.25,305.25
2010-05-13,116.25,160.5,187.75,209.25,226.5,238.25,248.75,258.25,265.75,271.75,279.75,286.25,293.25,298.75,302.75
2010-05-14,109.75,151.75,183.25,203.75,221.75,232.75,242.75,253.0,259.5,265.75,274.75,282.0,288.25,294.25,299.25
2010-05-17,93.5,145.25,179.0,198.5,217.75,230.75,240.5,250.5,256.0,262.5,272.75,280.75,285.75,292.0,295.0
2010-05-18,96.25,140.5,174.0,196.25,214.25,227.0,235.75,246.0,252.5,259.25,269.25,276.5,281.5,288.25,292.0
2010-05-19,91.25,133.5,165.25,188.25,207.75,219.0,229.0,240.5,246.5,252.75,261.5,269.0,275.0,279.75,283.5
2010-05-20,70.0,114.25,149.75,173.75,194.25,203.75,215.5,227.75,234.5,242.0,250.5,259.25,264.0,269.25,273.25
2010-05-21,53.875,108.25,148.25,175.25,199.0,209.5,219.25,232.5,240.0,246.0,254.5,264.75,270.0,275.5,279.25
2010-05-24,49.25,105.0,150.75,178.5,200.75,212.25,223.75,236.0,242.0,249.0,257.5,268.25,273.0,278.75,283.25
2010-05-25,29.0,99.25,143.75,176.0,198.25,208.25,218.0,233.75,238.75,245.25,254.5,263.25,270.0,275.5,279.75
2010-05-26,44.0,101.0,144.5,178.25,199.0,209.5,221.75,234.0,239.25,245.75,254.75,265.0,272.75,277.5,282.25
2010-05-27,61.5,106.25,150.0,185.75,205.75,216.5,228.5,244.25,250.5,257.25,264.5,273.75,281.0,286.25,289.75
2010-05-28,43.5,97.0,145.0,178.5,202.0,213.25,225.0,241.5,249.0,255.0,262.25,272.25,281.0,285.5,289.75
2010-05-31,43.5,97.0,145.0,178.5,202.0,213.25,225.0,241.5,249.0,255.0,262.25,272.25,281.0,285.5,289.75
2010-06-01,52.5,97.75,141.5,178.25,199.25,211.0,222.0,238.5,246.0,253.0,259.75,269.75,279.25,284.5,288.75
2010-06-02,50.25,100.25,143.5,178.25,201.5,212.75,227.0,242.25,249.0,255.75,263.0,273.5,282.25,287.0,290.75
2010-06-03,62.25,103.75,150.0,183.0,205.0,218.5,232.0,245.75,254.25,260.25,268.25,277.0,282.75,287.75,291.5
2010-06-04,49.75,98.25,143.75,175.75,196.25,211.5,224.75,237.5,244.25,249.75,257.75,266.75,272.5,277.5,281.5
2010-06-07,49.0,94.25,141.25,172.75,193.5,206.75,219.75,232.5,239.5,245.5,253.25,261.5,269.0,274.0,278.0
2010-06-08,42.5,91.25,139.0,171.5,192.5,206.75,219.5,231.5,239.75,246.0,253.5,263.0,269.0,273.75,277.0
2010-06-09,44.5,90.0,131.5,166.75,191.75,205.75,218.5,230.25,238.75,245.0,253.25,262.75,267.25,272.25,275.75
2010-06-10,46.75,93.0,139.0,171.25,196.75,209.75,223.25,235.25,243.0,249.25,257.25,267.25,271.75,276.75,279.75
2010-06-11,46.75,92.75,135.75,169.0,191.75,208.25,220.75,233.25,241.0,247.5,254.75,266.0,271.25,275.5,279.5
2010-06-14,51.75,92.75,139.0,171.75,194.25,209.25,222.5,235.25,243.75,249.5,258.75,268.0,273.75,278.75,282.25
2010-06-15,47.5,92.75,136.75,171.25,191.5,207.75,222.25,236.0,245.0,251.0,260.0,268.25,274.25,279.25,281.5
2010-06-16,47.0,91.75,135.75,169.75,190.75,208.25,221.75,234.25,243.0,248.75,259.5,267.5,273.5,278.75,281.5
2010-06-17,51.75,92.75,141.0,171.0,190.0,207.75,221.25,234.5,243.5,248.5,258.0,267.25,273.25,278.25,282.0
2010-06-18,54.75,93.5,139.0,169.0,188.75,206.75,220.75,235.5,243.0,249.5,258.0,267.0,272.5,277.75,280.5
2010-06-21,64.0,97.0,139.5,169.5,191.25,207.75,222.0,236.0,245.25,251.5,260.25,268.5,273.5,278.25,282.25
2010-06-22,65.0,100.25,138.0,169.5,188.0,205.0,219.5,232.75,241.5,247.75,256.25,264.0,269.75,274.5,278.5
2010-06-23,62.25,98.0,137.75,168.75,188.25,206.5,218.75,232.0,241.5,246.25,255.5,262.0,268.0,273.0,276.0
2010-06-24,59.75,95.75,136.0,167.5,187.0,205.5,218.25,231.25,239.5,244.5,253.25,261.0,267.5,273.25,276.25
2010-06-25,64.5,103.5,138.25,167.5,189.0,205.25,219.5,231.25,238.75,244.5,252.5,261.0,267.75,273.0,276.0
2010-06-28,59.25,108.25,136.0,166.75,187.0,202.0,216.25,229.25,236.25,242.5,249.0,257.25,262.5,268.5,271.0
2010-06-29,61.75,104.75,133.75,163.0,183.75,198.25,212.75,225.75,232.75,238.75,244.25,252.75,258.25,262.75,266.25
2010-06-30,61.5,102.0,136.0,162.25,182.5,196.75,211.75,223.5,229.25,235.75,246.5,252.0,256.25,260.25,263.5
2010-07-01,58.5,103.75,129.75,159.0,178.25,193.0,207.5,219.5,225.75,231.75,243.0,248.5,253.0,257.25,259.5
2010-07-02,58.25,101.25,135.0,161.0,179.0,193.5,206.5,218.75,224.5,231.5,241.0,248.0,252.5,256.5,259.0
2010-07-05,63.25,101.5,130.75,160.0,178.5,193.75,206.75,218.75,224.5,231.0,240.75,248.0,253.0,257.0,259.5
2010-07-06,56.0,98.25,122.25,152.25,172.0,186.5,202.0,215.0,221.0,227.5,237.5,245.25,249.5,253.25,255.0
2010-07-07,61.75,94.25,122.75,151.75,171.0,184.5,199.25,212.5,222.5,228.75,237.25,246.25,250.25,254.75,257.0
2010-07-08,59.25,93.5,123.75,151.75,172.25,188.5,204.25,218.75,228.5,233.5,241.5,249.75,253.5,257.5,260.0
2010-07-09,61.75,95.5,127.25,155.5,174.5,191.25,206.25,223.0,233.0,237.0,244.75,252.25,257.25,261.25,263.5
2010-07-12,63.0,97.75,129.25,154.5,176.0,194.0,207.5,223.5,232.25,238.75,246.25,253.5,256.5,261.25,263.5
2010-07-13,71.0,101.0,132.25,157.25,177.5,196.5,210.5,225.5,235.75,240.75,249.0,255.0,258.75,263.5,265.5
2010-07-14,61.5,100.5,130.25,156.25,177.25,192.25,207.75,223.5,232.0,237.0,247.75,254.0,258.5,263.0,264.75
2010-07-15,56.25,99.0,125.0,151.0,170.5,187.25,203.25,218.5,227.75,232.5,242.75,249.25,252.5,258.25,261.25
2010-07-16,48.75,88.75,117.5,140.25,159.75,177.5,194.5,208.75,216.25,221.25,234.25,240.0,243.75,248.5,251.75
2010-07-19,53.0,84.25,110.75,137.75,158.5,177.5,193.75,208.75,216.25,220.75,233.0,238.5,241.25,246.0,249.0
2010-07-20,50.25,89.0,112.75,135.0,157.25,178.5,191.75,208.0,216.25,221.25,233.0,239.25,242.25,246.0,249.75
2010-07-21,47.5,84.0,112.75,136.5,158.0,177.25,191.5,207.75,216.5,220.5,232.75,239.25,242.0,245.5,249.0
2010-07-22,58.0,91.0,115.5,138.75,159.0,179.25,195.0,212.5,220.25,225.0,235.5,242.0,245.25,248.75,253.0
2010-07-23,57.0,91.75,116.5,140.5,162.0,181.25,198.0,214.25,222.5,227.5,238.0,244.25,248.75,251.25,254.5
2010-07-26,71.5,98.5,119.0,144.0,163.5,182.5,199.25,215.25,222.5,227.5,238.75,245.0,249.0,253.0,256.0
2010-07-27,71.5,101.5,125.0,149.5,166.5,184.75,201.75,217.25,224.25,229.25,241.25,247.25,252.5,255.0,259.0
2010-07-28,68.5,100.5,125.5,147.75,165.25,182.75,199.75,214.5,223.0,227.25,239.0,245.75,251.75,255.25,259.75
2010-07-29,77.0,104.25,126.25,147.0,164.25,182.0,199.0,214.75,221.5,227.0,238.5,245.5,251.0,254.25,258.75
